nflId,height,weight,birthDate,collegeName,position,displayName
43845,3-Jun,230,1/30/1993,California,TE,Stephen Anderson
43938,1-Jun,318,1/3/1993,Southern California,DT,Antwaun Woods
43971,11-May,235,7/22/1993,"Augustana, S.D.",FB,C.J. Ham
43986,Jun-00,190,1/24/1993,South Carolina State,CB,Antonio Hamilton
44003,1-Jun,207,8/5/1994,Texas,WR,Marcus Johnson
44009,3-Jun,240,8/28/1993,Pittsburgh,TE,J.P. Holtz
44068,3-Jun,313,7/30/1993,Duke,G,Lucas Patrick
44174,1-Jun,236,2/22/1993,Texas Tech,MLB,Sam Eguavoen
44792,5-Jun,267,9/19/1993,Virginia Commonwealth,TE,Mo Alie-Cox
44813,4-Jun,272,12/29/1995,Texas A&amp;M,DE,Myles Garrett
44814,2-Jun,215,8/20/1994,North Carolina,QB,Mitchell Trubisky
44815,2-Jun,280,8/26/1995,Stanford,DT,Solomon Thomas
44816,Jun-00,228,1/18/1995,Louisiana State,RB,Leonard Fournette
44817,3-Jun,209,1/11/1995,Western Michigan,WR,Corey Davis
44818,1-Jun,213,10/17/1995,Louisiana State,SS,Jamal Adams
44819,4-Jun,218,10/4/1994,Clemson,WR,Mike Williams
44820,11-May,205,6/7/1996,Stanford,RB,Christian McCaffrey
44822,3-Jun,230,9/17/1995,Texas Tech,QB,Patrick Mahomes
44823,Jun-00,192,5/20/1996,Ohio State,CB,Marshon Lattimore
44825,1-Jun,235,9/22/1994,Temple,OLB,Haason Reddick
44826,3-Jun,259,6/25/1996,Tennessee,DE,Derek Barnett
44827,1-Jun,212,4/2/1996,Ohio State,FS,Malik Hooker
44828,Jun-00,197,7/8/1996,Alabama,CB,Marlon Humphrey
44829,3-Jun,300,1/16/1995,Alabama,DT,Jonathan Allen
44830,11-May,185,9/18/1995,Southern California,CB,Adoree' Jackson
44831,6-Jun,250,11/18/1994,Alabama,TE,O.J. Howard
44832,5-Jun,300,5/27/1992,Utah,T,Garett Bolles
44834,3-Jun,250,3/6/1995,Missouri,OLB,Charles Harris
44835,3-Jun,240,9/2/1994,Mississippi,TE,Evan Engram
44837,11-May,213,10/4/1995,Michigan,SS,Jabrill Peppers
44838,2-Jun,265,11/2/1995,UCLA,DE,Takkarist McKinley
44841,4-Jun,246,7/10/1996,Miami,TE,David Njoku
44842,4-Jun,252,10/11/1994,Wisconsin,OLB,T.J. Watt
44844,6-Jun,314,4/22/1994,Wisconsin,T,Ryan Ramczyk
44846,6-Jun,320,10/9/1995,Alabama,T,Cam Robinson
44848,10-May,195,1/10/1996,Washington,SS,Budda Baker
44849,2-Jun,200,3/30/1995,East Carolina,WR,Zay Jones
44851,Jun-00,207,3/9/1993,Florida,FS,Marcus Maye
44852,11-May,195,8/11/1996,Ohio State,WR,Curtis Samuel
44853,10-May,210,8/10/1995,Florida State,RB,Dalvin Cook
44854,1-Jun,195,9/8/1996,Utah,FS,Marcus Williams
44855,Jun-00,181,5/21/1996,Washington,CB,Sidney Jones
44856,3-Jun,240,6/25/1994,South Alabama,TE,Gerald Everett
44858,2-Jun,193,8/16/1996,Florida,CB,Quincy Wilson
44859,3-Jun,240,5/23/1995,Houston,OLB,Tyus Bowser
44860,1-Jun,220,7/24/1996,Oklahoma,RB,Joe Mixon
44861,2-Jun,253,8/12/1994,Alabama,OLB,Ryan Anderson
44862,Jun-00,199,8/26/1995,Texas A&amp;M,SS,Justin Evans
44863,4-Jun,280,9/30/1994,Florida State,DE,DeMarcus Walker
44866,2-Jun,242,11/17/1995,Ohio State,MLB,Raekwon McMillan
44867,3-Jun,318,2/28/1994,Alabama,DT,Dalvin Tomlinson
44869,3-Jun,238,12/2/1994,Vanderbilt,MLB,Zach Cunningham
44870,6-Jun,320,8/5/1995,Louisiana State,C,Ethan Pocic
44871,7-Jun,289,6/14/1994,Villanova,DE,Tanoh Kpassagnon
44872,Jun-00,202,5/24/1995,Colorado,CB,Chidobe Awuzie
44873,2-Jun,220,9/20/1994,North Carolina State,FS,Josh Jones
44874,1-Jun,215,11/22/1996,Southern California,WR,JuJu Smith-Schuster
44875,5-Jun,320,4/26/1994,Temple,T,Dion Dawkins
44876,5-Jun,325,3/18/1994,Western Michigan,T,Taylor Moton
44877,3-Jun,305,6/3/1994,North Carolina-Charlotte,DT,Larry Ogunjobi
44878,2-Jun,195,3/21/1995,Colorado,CB,Ahkello Witherspoon
44879,10-May,215,7/25/1995,Tennessee,RB,Alvin Kamara
44880,3-Jun,264,3/2/1995,Illinois,DE,Dawuane Smoot
44881,2-Jun,208,6/15/1993,Eastern Washington,WR,Cooper Kupp
44882,3-Jun,303,7/6/1994,Ohio State,C,Pat Elflein
44886,5-Jun,300,8/25/1993,Michigan,DE,Chris Wormley
44887,1-Jun,230,8/9/1994,Louisiana State,MLB,Duke Riley
44888,3-Jun,240,9/22/1994,Florida,MLB,Alex Anzalone
44892,4-Jun,266,3/18/1994,Ohio,DE,Tarell Basham
44893,Jun-00,204,4/9/1994,UCLA,CB,Fabian Moreau
44896,1-Jun,209,2/27/1996,Penn State,WR,Chris Godwin
44898,11-May,216,8/6/1995,Toledo,RB,Kareem Hunt
44901,1-Jun,233,4/24/1996,Texas,RB,D'Onta Foreman
44902,Jun-00,198,7/20/1995,Central Florida,CB,Shaquill Griffin
44903,Jun-00,209,12/19/1995,Boston College,FS,John Johnson
44904,10-May,195,8/31/1995,Michigan,CB,Jourdan Lewis
44905,4-Jun,304,7/24/1995,Auburn,DT,Montravius Adams
44906,11-May,188,2/27/1995,Tennessee,CB,Cameron Sutton
44908,4-Jun,213,11/3/1993,Northern Illinois,WR,Kenny Golladay
44911,2-Jun,209,8/29/1995,West Virginia,CB,Rasul Douglas
44912,3-Jun,248,8/22/1995,Florida International,TE,Jonnu Smith
44915,4-Jun,270,12/5/1994,Florida Atlantic,DE,Trey Hendrickson
44917,1-Jun,233,5/5/1995,Pittsburgh,RB,James Conner
44922,3-Jun,316,7/12/1994,Iowa,DT,Jaleel Johnson
44925,Jun-00,202,12/10/1993,Alabama,SS,Eddie Jackson
44926,1-Jun,220,1/25/1994,Miami,SS,Rayshawn Jenkins
44927,11-May,240,9/16/1995,Oklahoma,RB,Samaje Perine
44929,2-Jun,265,6/29/1995,Auburn,DE,Carl Lawson
44930,3-Jun,196,2/16/1995,Texas A&amp;M,WR,Josh Reynolds
44931,4-Jun,221,9/16/1993,North Carolina,WR,Mack Hollins
44937,Jun-00,233,1/31/1995,Tennessee,OLB,Jalen Reeves-Maybin
44938,3-Jun,245,5/9/1995,Eastern Washington,DE,Samson Ebukam
44944,5-Jun,275,7/26/1994,Arkansas,DE,Deatrich Wise
44947,Jun-00,213,4/3/1995,Brigham Young,RB,Jamaal Williams
44949,4-Jun,284,3/28/1995,Oregon State,C,Sean Harlow
44955,3-Jun,297,12/5/1993,Clemson,DE,Carlos Watkins
44957,4-Jun,315,10/20/1993,"Albany State, Ga.",DT,Grover Stewart
44959,4-Jun,250,10/9/1993,Iowa,TE,George Kittle
44964,10-May,201,12/14/1994,Iowa,CB,Desmond King
44968,Jun-00,226,2/26/1995,UCLA,OLB,Jayon Brown
44972,4-Jun,335,12/13/1994,Texas A&amp;M,G,Jermaine Eluemunor
44974,1-Jun,230,8/8/1995,Northwestern,MLB,Anthony Walker
44976,Jun-00,223,7/28/1994,Boston College,OLB,Matt Milano
44978,10-May,190,4/3/1995,San Diego,WR,Jamal Agnew
44985,8-May,173,4/9/1995,Georgia,WR,Isaiah McKenzie
44987,5-Jun,253,5/1/1994,Drake,TE,Eric Saubert
44990,8-May,181,4/30/1994,Louisiana Tech,WR,Trent Taylor
44991,3-Jun,311,11/11/1994,Louisiana State,DT,Davon Godchaux
44995,9-May,208,12/2/1994,Texas-El Paso,RB,Aaron Jones
44999,Jun-00,205,4/19/1995,Virginia Tech,SS,Chuck Clark
45004,11-May,202,7/26/1995,Louisiana Tech,FS,Xavier Woods
45005,2-Jun,255,5/17/1994,West Georgia,RB,Alex Armah
45008,1-Jun,228,12/16/1994,Boise State,MLB,Tanner Vallejo
45009,4-Jun,250,3/28/1995,Miami,DE,Al-Quadin Muhammad
45011,Jun-00,321,1/19/1995,Mississippi,DT,D.J. Jones
45012,4-Jun,312,8/23/1993,Wyoming,C,Chase Roullier
45021,Jun-00,204,11/1/1994,Auburn,SS,Rudy Ford
45024,8-Jun,305,10/19/1992,UCLA,T,Conor McDermott
45030,4-Jun,307,8/12/1994,Chattanooga,C,Corey Levin
45033,3-Jun,258,4/8/1994,Northwestern,DE,Ifeadi Odenigbo
45038,4-Jun,280,4/22/1995,Notre Dame,DE,Isaac Rochell
45045,2-Jun,229,2/8/1996,Kansas State,OLB,Elijah Lee
45052,2-Jun,225,1/6/1996,Ohio State,WR,Noah Brown
45056,5-Jun,320,3/4/1994,Baylor,G,Kyle Fuller
45063,4-Jun,270,11/1/1993,Eastern Michigan,DE,Pat O'Connor
45064,5-Jun,252,11/4/1993,Buffalo,TE,Mason Schreck
45069,5-Jun,260,1/27/1994,San Diego State,C,Daniel Brunskill
45094,4-Jun,232,11/23/1994,Oregon,TE,Johnny Mundt
45102,2-Jun,214,12/18/1994,Old Dominion,WR,Zach Pascal
45159,11-May,212,2/26/1995,Temple,QB,Phillip Walker
45185,1-Jun,203,8/4/1995,Eastern Washington,WR,Kendrick Bourne
45186,10-May,190,2/28/1995,Georgia Southern,RB,Matt Breida
45198,1-Jun,210,3/21/1995,Southern Mississippi,QB,Nick Mullens
45203,5-Jun,250,2/18/1995,Louisiana State,DE,Tashawn Bower
45215,1-Jun,230,9/26/1994,Cincinnati,OLB,Eric Wilson
45217,3-Jun,248,9/5/1995,Nebraska,TE,Cethan Carter
45226,3-Jun,345,5/2/1994,Colorado,DT,Josh Tupou
45244,2-Jun,221,8/23/1990,Brigham Young,TE,Taysom Hill
45268,3-Jun,311,5/27/1994,Maine,FB,Patrick Ricard
45280,4-Jun,209,11/18/1993,Arkansas,WR,Cody Hollister
45281,4-Jun,245,11/18/1993,Wyoming,TE,Jacob Hollister
45287,9-May,190,8/23/1995,Valdosta State,CB,Kenny Moore
45339,6-Jun,258,5/4/1994,Oregon,TE,Pharaoh Brown
45345,Jun-00,225,7/10/1995,Greenville,OLB,Nicholas Morrow
45352,Jun-00,240,1/10/1994,Villanova,MLB,Austin Calitro
45355,2-Jun,246,2/19/1995,Harvard,TE,Anthony Firkser
45369,4-Jun,210,8/14/1995,Hawaii,WR,Marcus Kemp
45395,10-May,190,7/13/1993,Memphis,CB,Arthur Maulet
45507,1-Jun,193,12/18/1994,Wyoming,WR,Tanner Gentry
45533,Jun-00,231,2/21/1994,Northwestern,MLB,Joseph Jones
45536,3-Jun,225,11/21/1993,Central Michigan,QB,Cooper Rush
45550,6-Jun,329,2/10/1995,Massachusetts,T,Elijah Wilkinson
45555,1-Jun,194,4/20/1993,Kentucky Wesleyan,WR,Keelan Cole
45571,2-Jun,196,1/6/1995,Brigham Young,CB,Michael Davis
45573,10-May,200,5/17/1995,"Western State, Colo.",RB,Austin Ekeler
45630,7-Jun,317,5/16/1994,Toledo,T,Storm Norton
45635,5-Jun,237,4/30/1994,Indiana State,TE,Robert Tonyan
45643,Jun-00,237,5/19/1994,Missouri State,MLB,Dylan Cole
45695,6-Jun,309,8/19/1994,Eastern Michigan,G,Andrew Wylie
45719,10-May,205,5/4/1994,Wisconsin,RB,Dare Ogunbowale
45721,9-Jun,325,9/20/1994,Arkansas,T,Dan Skipper
45785,6-Jun,220,3/15/1995,Wisconsin-Platteville,TE,Dan Arnold
45798,5-Jun,307,8/28/1994,Maryland,G,Michael Dunn
45900,Jun-00,200,11/1/1994,Washington State,WR,River Cracraft
46070,1-Jun,215,4/14/1995,Oklahoma,QB,Baker Mayfield
46071,11-May,233,2/9/1997,Penn State,RB,Saquon Barkley
46073,11-May,191,4/28/1997,Ohio State,CB,Denzel Ward
46074,4-Jun,275,6/24/1996,North Carolina State,OLB,Bradley Chubb
46075,5-Jun,330,3/19/1996,Notre Dame,G,Quenton Nelson
46076,5-Jun,237,5/21/1996,Wyoming,QB,Josh Allen
46077,Jun-00,230,4/8/1997,Georgia,MLB,Roquan Smith
46078,8-Jun,315,1/12/1995,Notre Dame,T,Mike McGlinchey
46080,1-Jun,207,11/17/1996,Alabama,FS,Minkah Fitzpatrick
46081,4-Jun,347,2/5/1995,Washington,DT,Vita Vea
46082,3-Jun,320,5/27/1997,Alabama,DT,Daron Payne
46083,6-Jun,265,9/4/1996,Texas-San Antonio,DE,Marcus Davenport
46084,8-Jun,325,10/9/1995,UCLA,T,Kolton Miller
46085,5-Jun,250,5/2/1998,Virginia Tech,MLB,Tremaine Edmunds
46086,2-Jun,215,8/3/1996,Florida State,FS,Derwin James
46087,10-May,196,2/9/1997,Louisville,CB,Jaire Alexander
46088,4-Jun,256,2/8/1996,Boise State,OLB,Leighton Vander Esch
46089,5-Jun,311,5/17/1996,Arkansas,C,Frank Ragnow
46090,4-Jun,312,10/11/1994,Ohio State,C,Billy Price
46091,2-Jun,234,11/8/1995,Alabama,MLB,Rashaan Evans
46092,2-Jun,310,12/9/1995,Georgia,T,Isaiah Wynn
46093,11-May,215,4/14/1997,Maryland,WR,D.J. Moore
46094,4-Jun,245,8/24/1993,South Carolina,TE,Hayden Hurst
46096,11-May,220,2/2/1996,San Diego State,RB,Rashaad Penny
46097,1-Jun,217,1/20/1997,Virginia Tech,SS,Terrell Edmunds
46098,4-Jun,291,3/11/1996,Florida,DT,Taven Bryan
46099,10-May,191,2/11/1997,Central Florida,CB,Mike Hughes
46100,11-May,215,2/17/1995,Georgia,RB,Sony Michel
46101,2-Jun,212,1/7/1997,Louisville,QB,Lamar Jackson
46102,4-Jun,305,9/5/1995,Nevada,G,Austin Corbett
46103,2-Jun,327,9/2/1995,Texas-El Paso,G,Will Hernandez
46104,11-May,225,12/27/1995,Georgia,RB,Nick Chubb
46105,2-Jun,230,7/27/1995,South Carolina State,MLB,Shaquille Leonard
46106,6-Jun,315,3/25/1996,Auburn,T,Braden Smith
46108,3-Jun,305,9/13/1997,Iowa,G,James Daniels
46109,4-Jun,216,10/10/1995,Southern Methodist,WR,Courtland Sutton
46111,6-Jun,252,10/3/1995,Penn State,TE,Mike Gesicki
46113,1-Jun,195,10/23/1995,Washington,WR,Dante Pettis
46114,Jun-00,196,4/3/1996,Iowa,CB,Josh Jackson
46116,11-May,200,11/18/1996,Texas A&amp;M,WR,Christian Kirk
46117,2-Jun,251,12/28/1996,Southern California,OLB,Uchenna Nwosu
46118,5-Jun,256,1/3/1995,South Dakota State,TE,Dallas Goedert
46119,5-Jun,298,5/12/1997,Texas,G,Connor Williams
46121,5-Jun,248,7/11/1995,Rutgers,DE,Kemoko Turay
46122,11-May,205,9/16/1995,North Carolina,SS,M.J. Stewart
46123,1-Jun,200,2/26/1997,Wake Forest,FS,Jessie Bates
46124,10-May,180,11/8/1995,Louisiana State,CB,Donte Jackson
46127,Jun-00,210,9/30/1996,Colorado,CB,Isaiah Oliver
46130,4-Jun,198,9/23/1996,Louisiana State,WR,D.J. Chark
46131,7-Jun,297,9/15/1995,Pittsburgh,T,Brian O'Neill
46132,1-Jun,206,12/31/1996,Auburn,CB,Carlton Davis
46133,3-Jun,277,1/30/1995,Ohio State,DE,Tyquan Lewis
46135,5-Jun,250,12/10/1995,Georgia,OLB,Lorenzo Carter
46137,1-Jun,204,2/15/1997,Stanford,SS,Justin Reid
46138,3-Jun,311,4/20/1995,North Carolina State,DT,B.J. Hill
46139,3-Jun,236,11/19/1996,Brigham Young,MLB,Fred Warner
46141,4-Jun,315,10/9/1993,Fort Hays State,DT,Nathan Shepherd
46142,2-Jun,225,12/25/1996,Ohio State,MLB,Jerome Baker
46143,6-Jun,315,9/10/1996,Louisville,T,Geron Christian
46144,1-Jun,310,5/9/1996,Florida State,DT,Derrick Nnadi
46146,5-Jun,265,6/29/1995,Ohio State,DE,Sam Hubbard
46148,4-Jun,279,5/15/1997,Southern California,DE,Rasheem Green
46150,1-Jun,200,3/4/1996,Colorado State,WR,Michael Gallup
46151,1-Jun,210,2/1/1995,Louisiana-Lafayette,FS,Tracy Walker
46152,8-Jun,345,5/2/1996,Oklahoma,T,Orlando Brown
46153,3-Jun,309,8/28/1996,North Carolina State,DT,Justin Jones
46155,5-Jun,255,9/6/1995,Oklahoma,TE,Mark Andrews
46156,5-Jun,240,5/3/1996,Louisiana State,OLB,Arden Key
46157,3-Jun,233,3/21/1995,Vanderbilt,OLB,Oren Burks
46158,5-Jun,321,6/19/1995,Texas Christian,T,Joseph Noteboom
46159,1-Jun,305,7/22/1994,South Florida,DT,Deadrin Senat
46160,2-Jun,210,1/7/1996,Central Florida,WR,Tre'Quan Smith
46161,6-Jun,320,8/8/1997,Western Michigan,T,Chukwuma Okorafor
46162,3-Jun,214,4/18/1997,Alabama,SS,Ronnie Harrison
46163,6-Jun,305,1/27/1995,Humboldt State,G,Alex Cappa
46164,2-Jun,200,8/16/1996,Southern Mississippi,SS,Tarvarius Moore
46165,3-Jun,307,1/25/1996,Stanford,DT,Harrison Phillips
46166,5-Jun,292,3/28/1996,Michigan,C,Mason Cole
46167,4-Jun,243,4/19/1992,Central Florida,TE,Jordan Akins
46168,1-Jun,190,2/20/1996,Boston College,CB,Isaac Yiadom
46170,3-Jun,260,6/6/1996,Indiana,TE,Ian Thomas
46173,9-May,198,11/12/1996,North Carolina State,RB,Nyheim Hines
46175,1-Jun,236,12/25/1994,Iowa,MLB,Josey Jewell
46180,2-Jun,302,10/11/1995,Michigan State,C,Brian Allen
46183,3-Jun,297,11/14/1995,Alabama,DE,Da'Shawn Hand
46185,4-Jun,255,6/10/1997,Kansas,DE,Dorance Armstrong
46186,10-May,198,3/18/1997,Pittsburgh,SS,Jordan Whitehead
46187,11-May,178,11/30/1994,Alabama,CB,Anthony Averett
46188,2-Jun,216,3/24/1996,West Virginia,MLB,Kyzir White
46189,4-Jun,267,7/8/1996,Washington,TE,Will Dissly
46190,11-May,192,7/27/1996,Weber State,CB,Taron Johnson
46192,6-Jun,260,8/9/1995,Notre Dame,TE,Durham Smythe
46194,9-May,184,3/31/1996,Pittsburgh,CB,Avonte Maddox
46197,2-Jun,287,5/8/1996,North Carolina State,DT,Kentavius Street
46199,5-Jun,253,3/29/1997,Florida State,DE,Josh Sweat
46203,9-May,210,4/13/1996,Fordham,RB,Chase Edmonds
46204,4-Jun,288,9/26/1996,Stephen F. Austin,DE,John Franklin-Myers
46205,2-Jun,235,12/16/1993,Mississippi,OLB,Marquis Haynes
46206,5-Jun,242,7/11/1996,Stanford,TE,Dalton Schultz
46211,9-May,188,11/11/1996,Kansas State,CB,D.J. Reed
46212,2-Jun,255,8/24/1996,Purdue,MLB,Ja'Whaun Bentley
46213,3-Jun,215,4/4/1996,Pennsylvania,WR,Justin Watson
46214,3-Jun,313,9/14/1996,Delaware,DT,Bilal Nichols
46215,3-Jun,203,6/2/1995,Oklahoma State,CB,Tre Flowers
46219,Jun-00,250,4/26/1995,Memphis,DE,Genard Avery
46223,Jun-00,205,8/4/1994,Jacksonville State,CB,Siran Neal
46224,3-Jun,310,3/23/1995,UCLA,C,Scott Quessenberry
46226,3-Jun,254,7/30/1995,Central Michigan,TE,Tyler Conklin
46229,1-Jun,253,4/24/1995,Oklahoma,DE,Ogbonnia Okoronkwo
46232,3-Jun,308,7/11/1997,Virginia Tech,DT,Tim Settle
46235,4-Jun,315,11/21/1994,Virginia Tech,G,Wyatt Teller
46238,1-Jun,217,7/18/1994,Mississippi,RB,Jordan Wilkins
46243,4-Jun,207,10/10/1994,South Florida,WR,Marquez Valdes-Scantling
46249,4-Jun,318,3/4/1995,Connecticut,DT,Folorunso Fatukasi
46253,Jun-00,208,6/9/1994,Florida,OLB,Marcell Harris
46255,2-Jun,242,12/11/1995,Temple,DE,Jake Martin
46256,9-May,190,10/15/1996,Clemson,WR,Ray-Ray McCloud
46259,1-Jun,210,4/21/1997,Texas,FS,DeShon Elliott
46263,Jun-00,184,1/22/1996,Louisiana State,WR,Russell Gage
46264,4-Jun,310,3/21/1995,Rutgers,DT,Sebastian Joseph
46269,2-Jun,215,8/2/1995,Yale,MLB,Foyesade Oluokun
46270,6-May,203,4/27/1995,Louisiana Tech,RB,Boston Scott
46275,7-Jun,332,12/16/1994,Texas Christian,T,Matt Pryor
46276,5-Jun,214,9/30/1996,Notre Dame,WR,Equanimeous St. Brown
46277,5-Jun,188,3/10/1995,Boise State,WR,Cedrick Wilson
46278,Jun-00,185,9/22/1995,Southern Mississippi,CB,Cornell Armstrong
46279,9-May,190,10/6/1995,Miami,WR,Braxton Berrios
46282,5-Jun,331,6/23/1995,Appalachian State,G,Colby Gossett
46284,5-Jun,317,11/24/1994,Alabama,C,Bradley Bozeman
46290,Jun-00,229,12/12/1995,Houston,OLB,Matthew Adams
46293,2-Jun,221,9/11/1994,Georgia,WR,Javon Wims
46302,8-Jun,344,3/31/1997,No College,T,Jordan Mailata
46304,Jun-00,236,7/2/1996,Syracuse,OLB,Zaire Franklin
46307,6-Jun,290,9/7/1995,Ferris State,DT,Zach Sieler
46309,9-May,185,9/5/1995,Middle Tennessee,WR,Richie James
46312,10-May,185,4/17/1996,Western Carolina,CB,Keion Crossen
46314,5-Jun,311,12/10/1995,Louisiana State,C,Will Clapp
46320,Jun-00,200,4/22/1996,Northwestern,RB,Justin Jackson
46329,9-May,190,11/17/1995,Southern U.,CB,Danny Johnson
46331,5-Jun,240,1/26/1995,San Diego,TE,Ross Dwelley
46338,3-Jun,316,10/23/1994,San Jose State,G,Jeremiah Kolone
46349,1-Jun,202,11/3/1993,Central Arkansas,FS,George Odum
46354,11-May,184,3/25/1996,Tennessee,CB,Emmanuel Moseley
46362,5-Jun,214,1/6/1996,Alabama,WR,Cam Sims
46367,8-May,190,7/24/1994,Colorado,RB,Phillip Lindsay
46376,5-Jun,285,7/28/1995,Washington,G,Coleman Shelton
46377,Jun-00,194,11/16/1995,North Texas,RB,Jeffery Wilson
46378,Jun-00,202,1/18/1996,Mississippi State,SS,J.T. Gray
46387,3-Jun,295,5/23/1995,Tennessee,DT,Kendal Vickers
46404,2-Jun,295,9/1/1994,Alabama,C,J.C. Hassenauer
46407,10-May,190,1/31/1996,South Carolina,CB,Chris Lammons
46437,1-Jun,238,4/13/1995,Rutgers,RB,Gus Edwards
46446,4-Jun,250,4/26/1995,Youngstown State,TE,Kevin Rader
46456,9-May,187,3/15/1993,Alabama-Birmingham,CB,Darious Williams
46457,1-Jun,248,9/12/1997,Toledo,OLB,Olasunkanmi Adeniyi
46461,10-May,205,7/30/1995,Cincinnati,RB,Mike Boone
46487,11-May,310,11/19/1995,Texas,DE,Poona Ford
46501,11-May,193,8/24/1995,Northern Iowa,CB,Elijah Campbell
46504,3-Jun,300,1/13/1994,Washington State,DT,Daniel Ekuale
46506,11-May,202,2/26/1995,Tulane,RB,Dontrell Hilliard
46521,2-Jun,233,7/27/1995,Iowa,MLB,Ben Niemann
46522,1-Jun,205,11/17/1993,Kansas State,WR,Byron Pringle
46526,11-May,224,4/15/1995,Louisiana State,RB,Darrel Williams
46527,3-Jun,235,9/19/1996,Washington State,MLB,Frankie Luvu
46542,3-Jun,210,12/26/1994,Temple,WR,Keith Kirkwood
46543,4-Jun,280,9/19/1995,Oregon,DT,Henry Mondeaux
46618,2-Jun,305,8/18/1995,South Carolina,DT,Taylor Stallworth
46629,5-Jun,307,11/27/1995,Nebraska,C,Nick Gates
46630,10-May,185,2/2/1996,Utah State,CB,Jalen Davis
46649,11-May,205,8/29/1996,South Alabama,FS,Jeremy Reaves
46652,11-May,189,8/7/1996,Georgia State,CB,Chandon Sullivan
46657,Jun-00,232,8/9/1994,Sioux Falls,OLB,Dennis Gardeck
46669,11-May,210,7/22/1995,Missouri Western,FS,Jonathan Owens
46671,1-Jun,219,2/26/1996,Vanderbilt,WR,Trent Sherfield
46672,10-May,205,3/11/1996,Ferris State,CB,Tavierre Thomas
46674,2-Jun,214,6/9/1996,Washington,MLB,Ezekiel Turner
46679,2-Jun,302,9/16/1996,Southern Methodist,C,Evan Brown
46680,10-May,205,4/27/1996,Temple,SS,Sean Chandler
46686,9-May,190,1/6/1996,Penn State,CB,Grant Haley
46698,Jun-00,179,6/12/1995,Alabama,CB,Levi Wallace
46699,1-Jun,193,2/20/1995,Miami,CB,Dee Delaney
46700,11-May,185,3/5/1996,Vanderbilt,CB,Tre Herndon
46705,5-Jun,227,12/11/1995,Iowa State,WR,Allen Lazard
46706,5-Jun,311,4/18/1996,Miami,T,KC McDermott
46711,3-Jun,200,12/24/1995,Southern Illinois,SS,Ryan Neal
46729,2-Jun,197,9/8/1994,Virginia Tech,CB,Brandon Facyson
46755,5-Jun,320,1/25/1994,Grambling,T,Trenton Scott
46757,1-Jun,195,5/16/1996,Middle Tennessee,CB,Charvarius Ward
46771,3-Jun,295,1/24/1996,Bucknell,DE,Abdullah Anderson
46775,1-Jun,198,11/17/1995,Maryland,CB,J.C. Jackson
46796,4-Jun,272,12/30/1995,Buffalo,DE,Demone Harris
46797,5-Jun,239,11/12/1994,Southern Arkansas,TE,Tanner Hudson
46823,Jun-00,196,8/4/1995,Southeast Missouri,CB,Mike Ford
46830,8-May,189,9/12/1995,Florida,WR,Brandon Powell
46841,5-Jun,290,11/9/1995,UCLA,DT,Matt Dickerson
46846,Jun-00,203,8/28/1995,Nebraska,FS,Joshua Kalu
46902,1-Jun,229,12/14/1995,Western Michigan,MLB,Robert Spillane
46958,2-Jun,230,7/23/1995,North Dakota State,MLB,Chris Board
46992,2-Jun,205,1/3/1995,Prairie View,WR,KhaDarel Hodge
46998,2-Jun,200,1/30/1996,Illinois,WR,Malik Turner
47605,10-May,208,2/27/1996,South Florida,RB,D'Ernest Johnson
47749,3-Jun,255,12/15/1994,Tennessee,FB,Jakob Johnson
47784,10-May,207,8/7/1997,Oklahoma,QB,Kyler Murray
47785,4-Jun,266,10/23/1997,Ohio State,DE,Nick Bosa
47786,3-Jun,303,12/21/1997,Alabama,DT,Quinnen Williams
47787,4-Jun,265,5/17/1997,Clemson,DE,Clelin Ferrell
47788,Jun-00,237,2/17/1998,Louisiana State,MLB,Devin White
47789,5-Jun,220,5/27/1997,Duke,QB,Daniel Jones
47790,5-Jun,262,7/13/1997,Kentucky,OLB,Josh Allen
47791,5-Jun,248,7/3/1997,Iowa,TE,T.J. Hockenson
47792,1-Jun,287,12/12/1997,Houston,DT,Ed Oliver
47793,11-May,233,7/18/1998,Michigan,MLB,Devin Bush
47794,4-Jun,305,11/17/1997,Alabama,T,Jonah Williams
47795,5-Jun,277,12/3/1997,Michigan,OLB,Rashan Gary
47796,4-Jun,315,12/20/1995,Clemson,DT,Christian Wilkins
47797,4-Jun,307,2/8/1997,Boston College,G,Chris Lindstrom
47799,5-Jun,250,4/23/1998,Florida State,OLB,Brian Burns
47800,4-Jun,342,11/12/1997,Clemson,DT,Dexter Lawrence
47801,3-Jun,305,6/20/1995,North Carolina State,C,Garrett Bradbury
47802,4-Jun,300,7/28/1997,Mississippi State,DT,Jeffery Simmons
47803,4-Jun,249,11/20/1997,Iowa,TE,Noah Fant
47804,11-May,200,7/30/1997,Maryland,SS,Darnell Savage
47805,5-Jun,315,10/3/1995,Washington State,T,Andre Dillard
47806,5-Jun,322,5/23/1996,Alabama State,T,Tytus Howard
47807,10-May,220,2/11/1998,Alabama,RB,Josh Jacobs
47808,9-May,170,6/4/1997,Oklahoma,WR,Marquise Brown
47809,6-Jun,262,9/4/1996,Mississippi State,DE,Montez Sweat
47810,Jun-00,205,10/25/1996,Mississippi State,SS,Johnathan Abram
47811,6-Jun,295,10/8/1996,Notre Dame,DT,Jerry Tillery
47812,2-Jun,291,9/12/1995,Texas Christian,DE,L.J. Collier
